file,formula,spacegroup_symbol,spacegroup_number,classification,family_match,confidence,anion_to_cation_ratio,score_abx3_like,score_layered_rp_like,network_score,b_site_species,octahedral_fraction_of_cations,largest_octa_network_fraction,a_site_coordination_fraction,A_element,B_element,X_element,A_oxidation_state,B_oxidation_state,X_oxidation_state,A_shannon_radius,B_shannon_radius,X_shannon_radius,A_shannon_cn,B_shannon_cn,X_shannon_cn,A_shannon_spin,B_shannon_spin,X_shannon_spin,error
data/cifs/BaMnO3_mp-557535.cif,Ba1 Mn1 O3,P6_3/mmc,194,likely perovskite-family (ABX3/double-perovskite-like),True,1.0,1.5,1.0,0.882352941176471,1.0,Mn,0.5,1.0,1.0,Ba,Mn,O,2.0,4.0,-2.0,1.610,0.530,1.350,XII,VI,II,none,none,none,
data/cifs/BaMoO3_mp-19322.cif,Ba1 Mo1 O3,Pm-3m,221,likely perovskite-family (ABX3/double-perovskite-like),True,1.0,1.5,1.0,0.882352941176471,1.0,Mo,0.5,1.0,1.0,Ba,Mo,O,2.0,4.0,-2.0,1.610,0.650,1.350,XII,VI,II,none,none,none,
data/cifs/BaN3Cl_mp-569812.cif,Ba1 N3 Cl1,P2_1/m,11,unlikely perovskite-family,False,0.033,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,Ba,N,,2.0,-0.3333333333333333,,1.350,,,VI,,,none,,
data/cifs/BaNbO3_mp-3020.cif,Ba1 Nb1 O3,Pm-3m,221,likely perovskite-family (ABX3/double-perovskite-like),True,1.0,1.5,1.0,0.882352941176471,1.0,Nb,0.5,1.0,1.0,Ba,Nb,O,2.0,4.0,-2.0,1.610,0.680,1.350,XII,VI,II,none,none,none,
data/cifs/BaNiO3_mp-19138.cif,Ba1 Ni1 O3,P6_3/mmc,194,unlikely perovskite-family,False,0.561,1.5,1.0,0.882352941176471,0.7375,Ni,0.5,0.25,1.0,Ba,Ni,O,2.0,4.0,-2.0,1.610,0.480,1.350,XII,VI,II,none,none,none,
data/cifs/BaNiO3_mp-19241.cif,Ba1 Ni1 O3,P6_3mc,186,unlikely perovskite-family,False,0.561,1.5,1.0,0.882352941176471,0.7375,Ni,0.5,0.25,1.0,Ba,Ni,O,2.0,4.0,-2.0,1.610,0.480,1.350,XII,VI,II,none,none,none,
data/cifs/BaNiSn3_mp-11879.cif,Ba1 Ni1 Sn3,I4mm,107,unlikely perovskite-family,False,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,
data/cifs/BaNpO3_mp-8558.cif,Ba1 Np1 O3,Pm-3m,221,likely perovskite-family (ABX3/double-perovskite-like),True,1.0,1.5,1.0,0.882352941176471,1.0,Np,0.5,1.0,1.0,Ba,Np,O,2.0,4.0,-2.0,1.610,0.870,1.350,XII,VI,II,none,none,none,
data/cifs/BaOsO3_mp-781625.cif,Ba1 Os1 O3,Pm-3m,221,likely perovskite-family (ABX3/double-perovskite-like),True,1.0,1.5,1.0,0.882352941176471,1.0,Os,0.5,1.0,1.0,Ba,Os,O,2.0,4.0,-2.0,1.610,0.630,1.350,XII,VI,II,none,none,none,
data/cifs/BaPS3_mp-11006.cif,Ba1 P1 S3,P2_1/c,14,unlikely perovskite-family,False,0.227,1.5,1.0,0.882352941176471,0.0,,0.0,0.0,0.0,P,Ba,S,4.0,2.0,-2.0,,1.350,1.840,,VI,VI,,none,none,
